ticker,level_name,confluence,direction,target,stop,n,n_base,hit,base_hit,hit_lift,expectancy,base_exp,edge
QQQ,prior_high,confluence_false,momentum,0.75,1.0,278,8579,0.44244604316546765,0.34945797878540624,0.09298806438006141,0.0764388489208633,0.03794148502156428,0.038497363899299024
QQQ,prior_low,all,momentum,0.75,1.0,243,8579,0.5349794238683128,0.34945797878540624,0.18552144508290652,0.16255144032921812,0.03794148502156428,0.12460995530765384
QQQ,prior_low,confluence_true,momentum,0.75,1.0,27,8579,0.48148148148148145,0.34945797878540624,0.1320235026960752,0.06481481481481481,0.03794148502156428,0.02687332979325053
QQQ,prior_low,confluence_false,momentum,0.75,1.0,216,8579,0.5416666666666666,0.34945797878540624,0.1922086878812604,0.17476851851851852,0.03794148502156428,0.13682703349695424
QQQ,prior_close,all,momentum,0.75,1.0,404,8579,0.42574257425742573,0.34945797878540624,0.07628459547201949,0.07673267326732673,0.03794148502156428,0.03879118824576245
QQQ,prior_close,confluence_true,momentum,0.75,1.0,42,8579,0.42857142857142855,0.34945797878540624,0.0791134497860223,0.011904761904761904,0.03794148502156428,-0.026036723116802378
QQQ,prior_close,confluence_false,momentum,0.75,1.0,362,8579,0.425414364640884,0.34945797878540624,0.07595638585547776,0.08425414364640885,0.03794148502156428,0.046312658624844565
QQQ,ALL,all,fade,1.5,1.5,2006,8579,0.15204386839481554,0.12612192563235808,0.02592194276245746,-0.058325024925224324,0.004895675486653456,-0.06322070041187777
QQQ,ALL,confluence_true,fade,1.5,1.5,204,8579,0.15196078431372548,0.12612192563235808,0.0258388586813674,-0.058823529411764705,0.004895675486653456,-0.06371920489841816
QQQ,ALL,confluence_false,fade,1.5,1.5,1802,8579,0.15205327413984462,0.12612192563235808,0.025931348507486546,-0.058268590455049944,0.004895675486653456,-0.0631642659417034
QQQ,poc,all,fade,1.5,1.5,364,8579,0.14835164835164835,0.12612192563235808,0.022229722719290274,-0.04120879120879121,0.004895675486653456,-0.046104466695444664
QQQ,poc,confluence_true,fade,1.5,1.5,38,8579,0.13157894736842105,0.12612192563235808,0.005457021736062967,-0.039473684210526314,0.004895675486653456,-0.04436935969717977
QQQ,poc,confluence_false,fade,1.5,1.5,326,8579,0.15030674846625766,0.12612192563235808,0.024184822833899583,-0.04141104294478527,0.004895675486653456,-0.04630671843143873
QQQ,vah,all,fade,1.5,1.5,371,8579,0.1509433962264151,0.12612192563235808,0.02482147059405701,0.008086253369272238,0.004895675486653456,0.003190577882618782
QQQ,vah,confluence_true,fade,1.5,1.5,37,8579,0.10810810810810811,0.12612192563235808,-0.018013817524249964,-0.08108108108108109,0.004895675486653456,-0.08597675656773454
QQQ,vah,confluence_false,fade,1.5,1.5,334,8579,0.15568862275449102,0.12612192563235808,0.029566697122132946,0.017964071856287425,0.004895675486653456,0.013068396369633969
QQQ,val,all,fade,1.5,1.5,318,8579,0.1792452830188679,0.12612192563235808,0.053123357386509834,-0.05660377358490566,0.004895675486653456,-0.06149944907155912
QQQ,val,confluence_true,fade,1.5,1.5,32,8579,0.21875,0.12612192563235808,0.09262807436764192,0.0,0.004895675486653456,-0.004895675486653456
QQQ,val,confluence_false,fade,1.5,1.5,286,8579,0.17482517482517482,0.12612192563235808,0.04870324919281674,-0.06293706293706294,0.004895675486653456,-0.0678327384237164
QQQ,prior_high,all,fade,1.5,1.5,306,8579,0.13398692810457516,0.12612192563235808,0.00786500247221708,-0.024509803921568627,0.004895675486653456,-0.029405479408222083
QQQ,prior_high,confluence_true,fade,1.5,1.5,28,8579,0.03571428571428571,0.12612192563235808,-0.09040763991807237,-0.16071428571428573,0.004895675486653456,-0.16560996120093918
QQQ,prior_high,confluence_false,fade,1.5,1.5,278,8579,0.14388489208633093,0.12612192563235808,0.01776296645397285,-0.01079136690647482,0.004895675486653456,-0.015687042393128278
